,Unnamed: 0,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
179,179,2.48002,0.59711343,120.0,9,session_1,30,2,004-2015,CLE LLE
180,180,0.979692,0.4977824,300.0,1,session_0,14,3,Zhou 2016,CLE LLE
181,181,1.023556,0.51597553,329.0,1,session_1,14,3,Zhou 2016,CLE LLE
182,182,1.0789173,0.5038853,329.0,1,session_2,14,3,Zhou 2016,CLE LLE
183,183,0.80667806,0.54602957,285.0,2,session_0,14,3,Zhou 2016,CLE LLE
184,184,0.76781607,0.5840071,300.0,2,session_1,14,3,Zhou 2016,CLE LLE
185,185,0.80488706,0.556882,285.0,2,session_2,14,3,Zhou 2016,CLE LLE
186,186,0.8069918,0.56773216,301.0,3,session_0,14,3,Zhou 2016,CLE LLE
187,187,0.90937996,0.6096912,300.0,3,session_1,14,3,Zhou 2016,CLE LLE
188,188,0.81395197,0.5778399,301.0,3,session_2,14,3,Zhou 2016,CLE LLE
189,189,0.779479,0.5595401,300.0,4,session_0,14,3,Zhou 2016,CLE LLE
190,190,0.78049016,0.5465969,285.0,4,session_1,14,3,Zhou 2016,CLE LLE
191,191,0.80053616,0.5654732,285.0,4,session_2,14,3,Zhou 2016,CLE LLE
